1,5,05:00:00,5,10.75,1.36,480,27.17,1.71,30.28,5.12,Medium,High
1,5,06:00:00,3,13.125,2.835,694,22.41,6.9,13.15,7.54,Medium,High
1,5,07:00:00,7,14.5,3.4,934,20.6,4.06,19.25,8.43,Medium,Low
1,5,08:00:00,7,14.25,3.64,1010,33.3,2.88,18.89,11.53,Medium,Low
1,5,09:00:00,6,14.25,3.1,960,29.89,2.72,20.76,12.17,Medium,High
1,5,10:00:00,6,13.25,2.5,879,22.38,3.37,26.11,10.71,Medium,High
1,5,11:00:00,5,12.5,2.465,780,21.22,3.71,23.74,10.83,Medium,High
1,5,12:00:00,5,12.75,2.6,840,21.8,4.57,24.3,11.19,Medium,High
1,5,13:00:00,5,11.25,1.93,720,17.05,3.47,27.89,8.82,Medium,High
1,5,14:00:00,5,11.75,2.19,780,21.33,5.82,32.55,13.02,Medium,High
1,5,15:00:00,5,10.6,1.9,727,19.44,4.13,34.89,9.99,Medium,High
1,5,16:00:00,5,9.75,1.65,703,21.87,3.02,44.34,9.2,Medium,High
1,5,17:00:00,5,10,1.58,720,20.46,2.62,47.69,9.54,Medium,High
1,5,18:00:00,5,10.25,1.79,696.5,20.38,3.13,37.62,10.5,Medium,High
1,5,19:00:00,4,9.75,1.8,660,18.47,2.61,30.31,9.06,Medium,High
1,5,20:00:00,4,9.5,2,612,16.31,4.48,23.66,8.6,Medium,High
1,5,21:00:00,4,8.875,1.6,540,13.55,2.38,27.66,7.51,Medium,High
1,5,22:00:00,4,9.25,1.7,573.5,12.58,1.45,26.29,6.77,Medium,High
1,5,23:00:00,5,8.75,1.73,517,12.57,2.4,19.49,7.49,Medium,High
1,6,00:00:00,5,8.5,1.6,439.5,16.58,1.03,16.84,5.53,Medium,High
1,6,01:00:00,8,8.5,1.56,420,20.09,1.18,14.36,5.18,Medium,High
1,6,02:00:00,10,8.75,1.6,420,21.3,0.61,16.42,3.39,Medium,High
1,6,03:00:00,13,9,1.6,420,26.18,0.68,14.89,3.92,Medium,High
1,6,04:00:00,14,9.5,1.555,420,30.6,0.47,20.26,3.8,Medium,High
1,6,05:00:00,7,9.75,1.29,439,28.57,1.22,30.61,6.12,Medium,High
1,6,06:00:00,3,10.75,1.99,563,19.76,4.52,16.43,8.1,Medium,High
1,6,07:00:00,3,11.25,2.7,661,19.82,5.41,11.49,9.01,Medium,Low
1,6,08:00:00,4,12,2.9,709,22.45,3.95,16.84,11.02,Medium,Low
1,6,09:00:00,5,12.25,2.595,774,22.54,2.89,20.09,11.27,Medium,High
1,6,10:00:00,5,11.75,2.34,737,18.91,3.33,21.84,9.19,Medium,High
1,6,11:00:00,5,11.75,2.1,757,22.55,5.25,27.09,12.2,Medium,High
1,6,12:00:00,5,10.75,2.15,720,21.59,3.98,28.79,9.19,Medium,High
1,6,13:00:00,5,11.75,2.22,839,20.15,2.96,31.7,10.81,Medium,High
1,6,14:00:00,5,11,2.1,780,17.54,4.63,28.87,10.37,Medium,High
1,6,15:00:00,5,11,2.07,720,16.84,6.56,28.91,8.79,Medium,High
1,6,16:00:00,5,11.5,2.1,780,16.64,3.59,29.84,9.76,Medium,High
1,6,17:00:00,5,11.5,2.02,724,16.07,2.96,31.2,8.11,Medium,High
1,6,18:00:00,5,10.5,2.155,691.5,18.24,3.34,22.95,6.69,Medium,High
1,6,19:00:00,5,11.25,2.21,704,20.36,2.97,24.81,8.47,Medium,High
1,6,20:00:00,4,9.75,1.8,600,17.89,2.11,24.88,8.13,Medium,High
1,6,21:00:00,5,9,1.61,540,11.09,1.08,27.73,10.48,Medium,High
1,6,22:00:00,5,9.75,1.86,568.5,16.72,2.17,21.98,10.53,Medium,High
1,6,23:00:00,6,9,1.7,532.5,12.16,1.72,18.92,6.02,Medium,High
1,7,00:00:00,6,8.75,1.61,480,17.21,1.21,16.56,5.92,Medium,High
1,7,01:00:00,9,8.5,1.6,420,21.35,0.95,13.57,5,Medium,High
1,7,02:00:00,11,8.75,1.52,420,23.68,0.57,15.62,3.17,Medium,High
1,7,03:00:00,13,9,1.6,420,25.24,0.86,15.42,3.53,Medium,High
1,7,04:00:00,17,9.25,1.67,420,27.32,0.83,13.6,3.88,Medium,High
1,7,05:00:00,15,10,1.62,480,28.67,0.89,19.51,4.31,Medium,High
1,7,06:00:00,7,10.5,1.6,480,24.88,1.72,26.32,5.26,Medium,High
1,7,07:00:00,4,11.5,2.14,600,16.63,6.61,18.76,13.43,Medium,High
1,7,08:00:00,4,13.5,3.355,780,17.35,9.39,14.29,10.61,Medium,Low
1,7,09:00:00,4,12.5,2.65,780,18.1,6.34,16.6,9.51,Medium,High
1,7,10:00:00,5,10.975,2.455,662.5,17.73,5.27,16.13,9.42,Medium,High
